date,modele_backbone,config_couches,indices_couches,modules_extraits,position_couche,nb_couches_modele,transform,use_gram,use_pca,pca_dim,distribution,dist_type,dist_n_components,dist_covariance_type,dist_bandwidth,metrique_distance,monotonie_moyenne,mono_blur,mono_blur_contrast,mono_noise,mono_aliasing,image_size,n_images_inference,n_images_evaluation,batch_size,random_seed
2026-02-09 18:17:48,dinov2_vitb14,single_layer_0,0,patch_embed,0 / 14,14,gram_pca,True,True,10,gmm_diag,gmm,5,diag,,mahalanobis,-0.734809,-0.951076,-0.845154,-0.993007,-0.15,224,100,50,512,42
2026-02-09 18:17:48,dinov2_vitb14,single_layer_0,0,patch_embed,0 / 14,14,gram_pca,True,True,10,gmm_diag,gmm,5,diag,,neg_loglik,-0.682653,-0.951076,-0.845154,-0.951049,0.016667,224,100,50,512,42
2026-02-09 18:17:48,dinov2_vitb14,single_layer_0,0,patch_embed,0 / 14,14,gram_pca,True,True,10,gmm_full,gmm,5,full,,mahalanobis,-0.682391,-0.951076,-0.845154,-1.0,0.066667,224,100,50,512,42
2026-02-09 18:17:48,dinov2_vitb14,single_layer_0,0,patch_embed,0 / 14,14,gram_pca,True,True,10,gmm_full,gmm,5,full,,neg_loglik,-0.603224,-0.951076,-0.845154,-1.0,0.383333,224,100,50,512,42
2026-02-09 18:17:48,dinov2_vitb14,single_layer_1,1,blocks.0,1 / 14,14,gram_pca,True,True,10,gmm_diag,gmm,5,diag,,mahalanobis,0.013306,0.951076,0.845154,-0.993007,-0.75,224,100,50,512,42
2026-02-09 18:17:48,dinov2_vitb14,single_layer_1,1,blocks.0,1 / 14,14,gram_pca,True,True,10,gmm_diag,gmm,5,diag,,neg_loglik,0.419978,0.951076,0.845154,0.65035,-0.766667,224,100,50,512,42
2026-02-09 18:17:48,dinov2_vitb14,single_layer_1,1,blocks.0,1 / 14,14,gram_pca,True,True,10,gmm_full,gmm,5,full,,mahalanobis,0.579098,0.951076,0.845154,0.503497,0.016667,224,100,50,512,42
2026-02-09 18:17:48,dinov2_vitb14,single_layer_1,1,blocks.0,1 / 14,14,gram_pca,True,True,10,gmm_full,gmm,5,full,,neg_loglik,0.605584,0.951076,0.845154,0.559441,0.066667,224,100,50,512,42
2026-02-09 18:17:48,dinov2_vitb14,single_layer_2,2,blocks.1,2 / 14,14,gram_pca,True,True,10,gmm_diag,gmm,5,diag,,mahalanobis,0.846727,0.951076,0.845154,0.657343,0.933333,224,100,50,512,42
2026-02-09 18:17:48,dinov2_vitb14,single_layer_2,2,blocks.1,2 / 14,14,gram_pca,True,True,10,gmm_diag,gmm,5,diag,,neg_loglik,0.461381,0.683436,-0.169031,0.881119,0.45,224,100,50,512,42
2026-02-09 18:17:48,dinov2_vitb14,single_layer_2,2,blocks.1,2 / 14,14,gram_pca,True,True,10,gmm_full,gmm,5,full,,mahalanobis,-0.064451,0.348887,-0.845154,0.538462,-0.3,224,100,50,512,42
2026-02-09 18:17:48,dinov2_vitb14,single_layer_2,2,blocks.1,2 / 14,14,gram_pca,True,True,10,gmm_full,gmm,5,full,,neg_loglik,-0.110722,0.348887,-0.845154,0.286713,-0.233333,224,100,50,512,42
2026-02-09 18:17:48,dinov2_vitb14,single_layer_3,3,blocks.2,3 / 14,14,gram_pca,True,True,10,gmm_diag,gmm,5,diag,,mahalanobis,0.77668,0.951076,0.845154,0.51049,0.8,224,100,50,512,42
2026-02-09 18:17:48,dinov2_vitb14,single_layer_3,3,blocks.2,3 / 14,14,gram_pca,True,True,10,gmm_diag,gmm,5,diag,,neg_loglik,0.595765,0.951076,0.845154,0.503497,0.083333,224,100,50,512,42
2026-02-09 18:17:48,dinov2_vitb14,single_layer_3,3,blocks.2,3 / 14,14,gram_pca,True,True,10,gmm_full,gmm,5,full,,mahalanobis,0.232915,0.951076,0.845154,-0.097902,-0.766667,224,100,50,512,42
2026-02-09 18:17:48,dinov2_vitb14,single_layer_3,3,blocks.2,3 / 14,14,gram_pca,True,True,10,gmm_full,gmm,5,full,,neg_loglik,0.089151,0.951076,0.845154,-0.706294,-0.733333,224,100,50,512,42
2026-02-09 18:17:48,dinov2_vitb14,single_layer_4,4,blocks.3,4 / 14,14,gram_pca,True,True,10,gmm_diag,gmm,5,diag,,mahalanobis,-0.69154,-0.951076,-0.845154,-0.06993,-0.9,224,100,50,512,42
2026-02-09 18:17:48,dinov2_vitb14,single_layer_4,4,blocks.3,4 / 14,14,gram_pca,True,True,10,gmm_diag,gmm,5,diag,,neg_loglik,0.44594,0.951076,0.845154,0.804196,-0.816667,224,100,50,512,42
2026-02-09 18:17:48,dinov2_vitb14,single_layer_4,4,blocks.3,4 / 14,14,gram_pca,True,True,10,gmm_full,gmm,5,full,,mahalanobis,-0.816074,-0.951076,-0.845154,-0.601399,-0.866667,224,100,50,512,42
2026-02-09 18:17:48,dinov2_vitb14,single_layer_4,4,blocks.3,4 / 14,14,gram_pca,True,True,10,gmm_full,gmm,5,full,,neg_loglik,-0.834227,-0.951076,-0.845154,-0.657343,-0.883333,224,100,50,512,42
2026-02-09 18:17:48,dinov2_vitb14,single_layer_5,5,blocks.4,5 / 14,14,gram_pca,True,True,10,gmm_diag,gmm,5,diag,,mahalanobis,-0.881044,-0.779022,-0.845154,-1.0,-0.9,224,100,50,512,42
2026-02-09 18:17:48,dinov2_vitb14,single_layer_5,5,blocks.4,5 / 14,14,gram_pca,True,True,10,gmm_diag,gmm,5,diag,,neg_loglik,-0.623694,0.090806,-0.777542,-0.958042,-0.85,224,100,50,512,42
2026-02-09 18:17:48,dinov2_vitb14,single_layer_5,5,blocks.4,5 / 14,14,gram_pca,True,True,10,gmm_full,gmm,5,full,,mahalanobis,-0.916889,-0.9224,-0.845154,-1.0,-0.9,224,100,50,512,42
2026-02-09 18:17:48,dinov2_vitb14,single_layer_5,5,blocks.4,5 / 14,14,gram_pca,True,True,10,gmm_full,gmm,5,full,,neg_loglik,-0.921668,-0.941517,-0.845154,-1.0,-0.9,224,100,50,512,42
2026-02-09 18:17:48,dinov2_vitb14,single_layer_6,6,blocks.5,6 / 14,14,gram_pca,True,True,10,gmm_diag,gmm,5,diag,,mahalanobis,-0.891423,-0.941517,-0.845154,-0.979021,-0.8,224,100,50,512,42
2026-02-09 18:17:48,dinov2_vitb14,single_layer_6,6,blocks.5,6 / 14,14,gram_pca,True,True,10,gmm_diag,gmm,5,diag,,neg_loglik,-0.062831,0.062131,-0.845154,0.965035,-0.433333,224,100,50,512,42
