layers,transform,distribution,metric,mean_monotonicity,mono_blur,mono_blur_contrast,mono_noise,mono_aliasing
single_layer_8,gram_pca,gmm_diag,fid,0.1428363303363303,0.3090909090909091,0.028571428571428574,-0.34965034965034975,0.5833333333333334
single_layer_8,gram_pca,gmm_diag,kid,0.17466283716283718,0.17272727272727276,0.08571428571428573,-0.20979020979020982,0.65
single_layer_8,gram_pca,gmm_diag,cmmd,0.18317099567099565,0.13636363636363638,0.08571428571428573,-0.27272727272727276,0.7833333333333333
single_layer_8,gram_pca,gmm_full,fid,0.1428363303363303,0.3090909090909091,0.028571428571428574,-0.34965034965034975,0.5833333333333334
single_layer_8,gram_pca,gmm_full,kid,0.17466283716283718,0.17272727272727276,0.08571428571428573,-0.20979020979020982,0.65
single_layer_8,gram_pca,gmm_full,cmmd,0.18317099567099565,0.13636363636363638,0.08571428571428573,-0.27272727272727276,0.7833333333333333
single_layer_9,gram_pca,gmm_diag,fid,0.17522061272061276,0.20000000000000004,0.7142857142857143,0.06993006993006995,-0.2833333333333333
single_layer_9,gram_pca,gmm_diag,kid,0.3707459207459208,0.38181818181818183,1.0,0.16783216783216784,-0.06666666666666667
single_layer_9,gram_pca,gmm_diag,cmmd,0.28528971028971034,0.3727272727272728,0.8285714285714287,0.1398601398601399,-0.19999999999999998
single_layer_9,gram_pca,gmm_full,fid,0.17522061272061276,0.20000000000000004,0.7142857142857143,0.06993006993006995,-0.2833333333333333
single_layer_9,gram_pca,gmm_full,kid,0.3707459207459208,0.38181818181818183,1.0,0.16783216783216784,-0.06666666666666667
single_layer_9,gram_pca,gmm_full,cmmd,0.28528971028971034,0.3727272727272728,0.8285714285714287,0.1398601398601399,-0.19999999999999998
single_layer_10,gram_pca,gmm_diag,fid,0.5883741258741257,1.0,1.0,-0.49650349650349657,0.8499999999999999
single_layer_10,gram_pca,gmm_diag,kid,0.5479984119463244,0.9770084209183945,0.9411239481143202,0.0,0.27386127875258304
single_layer_10,gram_pca,gmm_diag,cmmd,0.8866625023921749,0.9977246841962695,0.9856107606091623,0.6504436355879909,0.9128709291752769
single_layer_10,gram_pca,gmm_full,fid,0.5883741258741257,1.0,1.0,-0.49650349650349657,0.8499999999999999
single_layer_10,gram_pca,gmm_full,kid,0.5479984119463244,0.9770084209183945,0.9411239481143202,0.0,0.27386127875258304
single_layer_10,gram_pca,gmm_full,cmmd,0.8866625023921749,0.9977246841962695,0.9856107606091623,0.6504436355879909,0.9128709291752769
aggregated_11_to_15,gram_pca,gmm_diag,fid,-0.035081585081585084,-0.10000000000000002,-0.2,-0.006993006993006993,0.16666666666666669
aggregated_11_to_15,gram_pca,gmm_diag,kid,-0.09572510822510824,-0.10909090909090911,-0.2571428571428572,0.0,-0.016666666666666666
aggregated_11_to_15,gram_pca,gmm_diag,cmmd,-0.0927822177822178,-0.10909090909090911,-0.2571428571428572,-0.10489510489510491,0.09999999999999999
aggregated_11_to_15,gram_pca,gmm_full,fid,-0.035081585081585084,-0.10000000000000002,-0.2,-0.006993006993006993,0.16666666666666669
aggregated_11_to_15,gram_pca,gmm_full,kid,-0.09572510822510824,-0.10909090909090911,-0.2571428571428572,0.0,-0.016666666666666666
aggregated_11_to_15,gram_pca,gmm_full,cmmd,-0.0927822177822178,-0.10909090909090911,-0.2571428571428572,-0.10489510489510491,0.09999999999999999
